current_time,request_id,agent_type,speak_duration,asr_duration,tts_req_duration,total_duration,llm_generation_time,speech_generation_time,llm_client_name
1724042223,854124,Agent1,6.014843,0.1114693,1.113625,1.239147,409.668,693.432,llamafile_llama3
1724042244,230450,Agent1,3.912315,0.08528137,1.361443,1.460968,570.923,781.621,llamafile_llama3
1724042309,845888,Agent2,1.614288,0.08680725,0.9174805,1.01799,247.934,663.615,llamafile_llama3
1724042320,508271,Agent2,2.604233,0.08250427,1.309204,1.404373,581.527,716.437,llamafile_llama3
1724042341,738969,Agent2,2.060776,0.08285522,1.155869,1.253952,471.252,674.822,llamafile_llama3
1724042358,911524,Agent2,2.784332,0.08569336,1.306229,1.406433,566.796,729.226,llamafile_llama3
1724042379,664918,Agent2,2.840439,0.0847168,1.476013,1.573257,729.309,735.609,llamafile_llama3
1724042420,409101,Agent3,1.266983,0.08348083,1.393005,1.489029,381.612,999.125,llamafile_llama3
1724042432,354060,Agent3,1.363678,0.06887817,1.559692,1.642731,488.468,1062.755,llamafile_llama3
1724042447,886002,Agent3,1.406799,0.06958008,1.475647,1.559692,432.029,1035.491,llamafile_llama3
1724042461,826993,Agent3,1.655334,0.07171631,1.766205,1.853241,597.958,1151.955,llamafile_llama3
1724042478,221518,Agent3,1.320435,0.08343506,1.19928,1.29538,299.17,892.942,llamafile_llama3
1724042487,609914,Agent3,1.212097,0.08380127,1.518463,1.628082,548.989,955.523,llamafile_llama3
1724042534,763901,Agent1,1.155479,0.08461237,1.517466,1.616193,382.757,1121.831,llamafile_llama3
1724042547,311998,Agent1,1.4615,0.08462524,1.570782,1.669046,474.789,1092.406,llamafile_llama3
1724042564,891737,Agent1,2.868263,0.08886719,1.692665,1.795761,613.235,1067.413,llamafile_llama3
1724042581,724228,Agent1,1.322353,0.08404922,1.865784,1.963711,568.654,1287.483,llamafile_llama3
1724042598,914547,Agent1,1.79583,0.07272339,2.614876,2.701492,942.34,1661.636,llamafile_llama3
1724042645,277848,Agent2,1.225121,0.1000137,1.862732,1.976799,481.354,1377.304,llamafile_llama3
1724042663,536218,Agent2,1.531235,0.08422852,2.616867,2.716293,889.293,1717.865,llamafile_llama3
1724042689,877596,Agent2,2.088013,0.08460999,3.146713,3.245178,1192.169,1943.251,llamafile_llama3
1724042725,916354,Agent2,2.297913,0.09927368,2.963303,3.077393,966.882,1980.613,llamafile_llama3
1724042768,866990,Agent3,1.350113,0.08500671,1.460281,1.559814,626.511,827.95,llamafile_llama3
1724042794,918234,Agent3,1.392548,0.08865356,1.497864,1.600555,528.809,965.955,llamafile_llama3
1724042820,139935,Agent3,4.63562,0.1358948,2.118317,2.268311,1157.014,957.837,llamafile_llama3
1724042863,68665,Agent3,1.363678,0.09957886,2.044464,2.158783,1113.299,926.206,llamafile_llama3
1724042902,322323,Agent3,2.171631,0.08514404,1.947845,2.04715,948.475,992.646,llamafile_llama3
1724042936,643165,Agent3,1.308807,0.08312988,1.782471,1.879578,862.244,910.981,llamafile_llama3
1724045031,28469,Agent1,1.43792,0.09451675,0.9450836,1.053436,273.496,656.947,llamafile_llama3
1724045142,240280,Agent1,4.206541,0.09703636,1.001368,1.113779,313.087,672.965,llamafile_llama3
1724045259,618774,Agent1,1.281669,0.09678173,0.9602375,1.071237,271.923,676.977,llamafile_llama3
1724045267,358681,Agent1,1.170031,0.07177925,1.362581,1.449028,526.174,830.844,llamafile_llama3
1724045302,977163,Agent1,2.183895,0.1191902,1.84428,1.976501,956.038,884.418,llamafile_llama3
1724045327,700122,Agent1,1.408897,0.09583282,1.390778,1.501244,558.626,827.216,llamafile_llama3
1724045341,73768,Agent1,1.838005,0.06436157,1.504219,1.582657,748.197,743.836,llamafile_llama3
1724045435,766490,Agent2,1.212418,0.0880127,1.360886,1.474197,384.238,963.723,llamafile_llama3
1724045450,166335,Agent2,2.598816,0.07304382,1.179504,1.279709,314.323,858.377,llamafile_llama3
1724045462,787153,Agent2,1.952133,0.07322693,1.323395,1.420975,336.658,968.912,llamafile_llama3
1724045474,541506,Agent2,2.33255,0.08674622,1.168304,1.271225,298.395,852.157,llamafile_llama3
1724045490,359924,Agent2,5.864975,0.09353638,1.775665,1.89209,665.444,1099.429,llamafile_llama3
1724045527,542617,Agent3,1.132813,0.1434937,1.22229,1.395325,438.873,769.913,llamafile_llama3
1724045546,810565,Agent3,2.085449,0.1149597,1.168152,1.341003,468.397,690.71,llamafile_llama3
1724045566,557779,Agent3,1.775757,0.1109314,1.061493,1.229004,350.747,677.403,llamafile_llama3
1724045584,378387,Agent3,2.726471,0.1151123,1.192444,1.335938,429.59,736.202,llamafile_llama3
1724045601,552703,Agent3,1.592316,0.08944702,1.242432,1.36499,463.263,751.916,llamafile_llama3
1724047187,867445,Agent1,1.212352,0.0885067,1.05548,1.171609,279.642,747.044,llamafile_llama3
1724047195,696343,Agent1,1.83317,0.06952858,1.350733,1.438387,543.473,790.204,llamafile_llama3
1724047212,303134,Agent1,1.574574,0.07846069,2.147717,2.252556,1166.567,975.214,llamafile_llama3
1724047245,651793,Agent1,1.682838,0.08235168,1.360664,1.458122,565.919,777.492,llamafile_llama3
1724047259,759685,Agent1,1.224174,0.07923889,1.495552,1.599976,661.515,811.682,llamafile_llama3
1724047338,216538,Agent2,1.731369,0.08055115,1.562119,1.668732,392.289,1163.412,llamafile_llama3
1724047353,2691,Agent2,2.930145,0.08128357,1.060913,1.166336,322.444,723.112,llamafile_llama3
1724047367,892189,Agent2,2.996094,0.07984924,1.312683,1.415863,352.053,951.13,llamafile_llama3
1724047379,16772,Agent2,1.844925,0.08485413,1.1996,1.310989,355.377,819.205,llamafile_llama3
1724047391,501267,Agent2,1.952316,0.07806396,1.092667,1.192505,313.068,762.606,llamafile_llama3
1724047405,751163,Agent2,2.726837,0.08465576,1.781921,1.896851,648.888,1119.778,llamafile_llama3
1724047445,334123,Agent3,1.396057,0.1216431,1.216797,1.365723,396.238,810.25,llamafile_llama3
1724047463,22240,Agent3,2.536591,0.1100769,1.169037,1.332642,429.526,705.937,llamafile_llama3
1724047485,104900,Agent3,4.540344,0.08880615,1.115112,1.254272,383.128,714.957,llamafile_llama3
1724047503,843879,Agent3,4.590668,0.09017944,0.9693604,1.091339,272.509,679.862,llamafile_llama3
1724047516,343677,Agent3,1.589508,0.1065063,1.197845,1.332214,428.924,752.268,llamafile_llama3
1724048664,588366,Agent1,1.375704,0.32024,1.028105,1.37862,304.167,711.491,llamafile_llama3
1724048679,668313,Agent1,1.794659,0.196907,1.071461,1.290417,368.561,684.823,llamafile_llama3
1724048695,515292,Agent1,2.312706,0.1844749,1.114304,1.329285,400.527,683.344,llamafile_llama3
1724048715,214634,Agent1,4.911942,0.2383423,1.569611,1.827919,622.949,930.403,llamafile_llama3
1724048759,146049,Agent2,1.485191,0.1660843,0.9429932,1.141525,249.603,665.098,llamafile_llama3
1724048772,726440,Agent2,4.317741,0.1894684,1.324921,1.539093,562.171,745.353,llamafile_llama3
1724048792,41905,Agent2,1.922394,0.1670685,1.195404,1.394135,419.047,749.986,llamafile_llama3
1724048809,541435,Agent2,2.590591,0.1688232,1.417084,1.611481,647.248,746.436,llamafile_llama3
1724048832,736541,Agent2,2.144531,0.1677094,1.257614,1.448502,545.965,703.196,llamafile_llama3
1724048879,922447,Agent3,1.141357,0.1526794,1.460541,1.630463,426.331,1027.813,llamafile_llama3
1724048894,731495,Agent3,2.080215,0.1441345,2.064255,2.230988,743.401,1313.783,llamafile_llama3
1724048928,297243,Agent1,6.39151,0.2171021,1.613922,1.860443,701.657,895.819,llamafile_llama3
1724048952,954275,Agent1,2.874237,0.16745,1.474976,1.672668,606.198,845.546,llamafile_llama3
1724048982,357247,Agent3,1.869873,0.1730652,1.408875,1.605896,409.79,981.032,llamafile_llama3
1724048997,771694,Agent3,3.255646,0.1530457,1.353607,1.5271,440.135,894.541,llamafile_llama3
1724049010,615909,Agent3,1.423492,0.1263123,1.613068,1.769012,584.516,1003.029,llamafile_llama3
1724089106,948690,Agent1,1.44068,0.1926231,1.90283,2.179775,716.166,1163.15,llamafile_llama3
1724089120,409385,Agent1,1.339134,0.137989,1.445093,1.61264,398.2,1024.916,llamafile_llama3
1724089139,38412,Agent1,4.489105,0.1668167,1.191818,1.390064,331.678,842.043,llamafile_llama3
1724089149,193623,Agent1,1.60001,0.1459389,1.592129,1.763958,465.628,1109.471,llamafile_llama3
1724089190,27228,Agent2,1.299316,0.1552963,2.105186,2.289543,560.751,1532.344,llamafile_llama3
1724089206,314318,Agent2,1.174484,0.1417999,1.854378,2.01046,609.424,1234.591,llamafile_llama3
1724089226,558597,Agent2,2.17662,0.1641083,1.648422,1.834457,468.693,1152.92,llamafile_llama3
1724089242,764265,Agent2,2.616714,0.1518402,3.162689,3.342148,1249.061,1902.733,llamafile_llama3
1724089428,320800,Agent1,1.289358,0.1921864,1.985464,2.20702,474.608,1497.627,llamafile_llama3
1724089442,169755,Agent1,1.678555,0.1436653,1.386307,1.562672,380.154,980.481,llamafile_llama3
1724089455,859922,Agent1,2.066105,0.1376648,1.348324,1.515221,384.423,949.024,llamafile_llama3
1724089468,504904,Agent1,1.718422,0.143959,1.493439,1.662292,413.715,1052.932,llamafile_llama3
1724089481,541811,Agent1,1.704735,0.1815643,1.509972,1.720772,454.476,1044.251,llamafile_llama3
1724089494,670072,Agent1,1.869431,0.1362839,2.127815,2.291573,789.305,1335.125,llamafile_llama3
1724089550,54430,Agent1,33.8124,0.3316956,1.444748,1.800995,314.4,1110.698,llamafile_llama3
1724089589,542972,Agent1,13.21476,0.2495384,1.890772,2.168127,640.931,1234.053,llamafile_llama3
1724089682,646634,Agent1,1.057957,0.1559982,1.597015,1.783787,387.74,1180.97,llamafile_llama3
1724089698,930948,Agent1,1.054764,0.1307144,1.399452,1.555908,401.529,957.55,llamafile_llama3
1724089718,286315,Agent1,2.970451,0.1997757,3.859673,4.089539,453.576,3384.043,llamafile_llama3
1724089769,281234,Agent2,1.697327,0.1660309,2.395142,2.58902,517.615,1866.278,llamafile_llama3
1724089790,861147,Agent2,1.59108,0.1362762,2.731781,2.8927,784.184,1927.074,llamafile_llama3
1724089818,60256,Agent2,2.506546,0.1654816,3.901703,4.093613,1033.437,2856.615,llamafile_llama3
1724090044,981987,Agent2,2.52002,0.1817627,2.673157,2.869812,953.537,1708.472,llamafile_llama3
1724090080,152810,Agent2,1.380249,0.1388855,2.076904,2.230469,754.131,1314.908,llamafile_llama3
1724090121,803132,Agent3,1.506012,0.1530151,1.461761,1.640411,588.288,858.563,llamafile_llama3
1724090144,527064,Agent3,1.979858,0.1397705,1.30481,1.460114,500.82,790.398,llamafile_llama3
1724090166,152233,Agent3,1.506897,0.1426392,1.888428,2.046082,923.419,958.746,llamafile_llama3
1724090206,441252,Agent3,2.326172,0.1393433,2.896912,3.050415,1375.802,1506.92,llamafile_llama3
1724090254,374403,Agent3,1.687683,0.1535645,2.56427,2.730103,1461.337,1093.653,llamafile_llama3
1724090308,204894,Agent3,2.535095,0.1386108,2.088684,2.240479,1015.074,1063.699,llamafile_llama3
1724092217,818017,Agent1,0.9487915,0.1613159,1.119751,1.340454,297.027,765.651,llamafile_llama3
1724092373,158828,Agent1,1.904358,0.109375,1.249084,1.411316,496.439,722.082,llamafile_llama3
1724092441,945198,Agent1,0.7798462,0.08605957,1.011658,1.114319,281.895,712.542,llamafile_llama3
1724092472,166966,Agent1,1.324402,0.09442139,1.478394,1.58844,647.194,814.58,llamafile_llama3
1724093146,798919,Agent1,1.168974,0.08877373,0.9953728,1.113674,309.685,680.794,llamafile_llama3
1724093186,62134,Agent2,1.502525,0.09977341,1.289978,1.417973,357.406,928.61,llamafile_llama3
1724093204,67107,Agent3,1.560867,0.1199646,1.105827,1.255745,410.143,684.669,llamafile_llama3
1724093221,435955,Agent3,1.503914,0.1125031,1.059998,1.233696,333.507,716.026,llamafile_llama3
1724093630,111504,Agent1,0.8084736,0.1520672,1.223597,1.406538,437.195,771.527,llamafile_llama3
1724093840,804176,Agent1,1.030273,0.1674194,0.9761658,1.167694,258.708,685.329,llamafile_llama3
1724094149,475439,Agent3,0.9751587,0.1657104,1.484261,1.678421,429.493,1039.871,llamafile_llama3
1724094470,695409,Agent1,1.33428,0.1522217,1.066143,1.242865,335.295,726.653,llamafile_llama3
1724094501,911186,Agent1,1.461815,0.1428299,1.054562,1.210949,345.868,693.009,llamafile_llama3
1724094508,71098,Agent1,2.227551,0.1425323,1.174217,1.345184,371.636,787.835,llamafile_llama3
1724094521,461647,Agent2,2.609299,0.1379395,1.027084,1.191826,273.54,740.476,llamafile_llama3
1724094527,40996,Agent2,1.799156,0.1371613,1.181778,1.335861,448.192,714.648,llamafile_llama3
1724094540,405198,Agent2,1.837303,0.1255798,1.279968,1.424255,569.729,688.882,llamafile_llama3
1724094580,707181,Agent3,1.014557,0.1405945,1.360962,1.515884,362.526,992.85,llamafile_llama3
1724094592,303252,Agent3,3.841522,0.1639862,2.021912,2.212753,688.325,1313.108,llamafile_llama3
1724096130,697999,Agent1,3.907928,0.2187271,1.674751,1.920547,525.593,1120.058,llamafile_llama3
1724096171,264124,Agent1,3.444885,0.1661987,1.622971,1.816864,486.686,1109.164,llamafile_llama3
1724096245,283860,Agent1,3.368369,0.1965656,1.533273,1.760429,426.674,1100.085,llamafile_llama3
1724096483,523298,Agent2,1.124281,0.1647015,1.700623,1.878283,408.909,1279.481,llamafile_llama3
1724096519,731421,Agent3,1.238735,0.1255379,1.505676,1.64592,579.761,914.998,llamafile_llama3
1724099757,800189,Agent1,5.163857,0.09710312,1.112938,1.225136,356.168,739.754,llamafile_llama3
1724099777,867276,Agent1,9.628838,0.1083679,1.629494,1.752228,709.106,912.172,llamafile_llama3
1724099800,649623,Agent1,3.421326,0.09915161,1.781242,1.894409,846.876,923.584,llamafile_llama3
1724099825,541565,Agent1,2.322762,0.08585358,1.418343,1.519897,574.674,837.778,llamafile_llama3
1724099840,275356,Agent1,2.24205,0.07382202,1.345169,1.433151,598.861,742.837,llamafile_llama3
1724099858,799909,Agent1,1.824432,0.06828308,1.199234,1.280121,423.095,769.988,llamafile_llama3
1724100017,346266,Agent2,2.145782,0.09436035,1.393677,1.504486,395.645,985.108,llamafile_llama3
1724100034,902798,Agent2,2.771088,0.07241821,1.043091,1.130157,279.988,751.347,llamafile_llama3
1724100048,713014,Agent2,3.290314,0.1109314,1.873688,1.998901,451.227,1409.279,llamafile_llama3
1724100065,281007,Agent2,3.454926,0.08157349,1.125641,1.221375,275.528,838.619,llamafile_llama3
1724100078,741941,Agent2,2.793671,0.08303833,1.270325,1.367065,378.098,883.022,llamafile_llama3
1724100093,17078,Agent2,1.907715,0.07385254,1.793854,1.884186,662.452,1120.276,llamafile_llama3
1724100115,3319,Agent2,2.451355,0.08459473,1.222961,1.322144,387.792,818.212,llamafile_llama3
1724100207,821997,Agent3,1.699707,0.1223755,1.144836,1.293579,410.366,716.498,llamafile_llama3
1724100226,533868,Agent3,2.939026,0.1084595,1.003967,1.140381,304.426,682.625,llamafile_llama3
1724100243,582809,Agent3,3.244263,0.1088867,0.9901733,1.123474,341.791,632.446,llamafile_llama3
1724100259,30393,Agent3,2.033386,0.08587646,0.9699707,1.072693,263.14,688.469,llamafile_llama3
1724100277,589615,Agent3,4.107178,0.0836792,1.588318,1.697876,700.623,865.324,llamafile_llama3
1724100307,546553,Agent3,3.405884,0.1679688,1.044861,1.229187,279.88,745.452,llamafile_llama3
1724100536,706307,Agent2,2.395874,0.08905029,1.247437,1.351196,381.099,859.19,llamafile_llama3
1724100642,96070,Agent2,2.646606,0.08703613,1.613708,1.714661,516.848,1080.882,llamafile_llama3
1724100722,636909,Agent1,3.703873,0.1859093,1.066841,1.26759,308.461,743.262,llamafile_llama3
1724100741,511770,Agent1,4.80592,0.1525116,1.098564,1.263657,411.708,682.889,llamafile_llama3
1724100759,420638,Agent1,3.465614,0.155632,1.291382,1.461098,408.566,868.341,llamafile_llama3
1724100776,393766,Agent1,3.06089,0.1527252,1.379097,1.545166,615.197,754.383,llamafile_llama3
1724100799,47339,Agent1,1.837006,0.1245956,1.393715,1.535461,578.614,808.905,llamafile_llama3
1724100822,671701,Agent1,2.411301,0.1234894,1.225174,1.380493,474.918,743.391,llamafile_llama3
1724100959,138580,Agent2,6.682068,0.2238464,1.251007,1.488953,472.63,769.876,llamafile_llama3
1724100977,614305,Agent2,2.228333,0.1515198,1.339874,1.505127,536.416,794.399,llamafile_llama3
1724101001,472551,Agent2,5.252563,0.1846008,1.446869,1.644806,712.219,725.175,llamafile_llama3
1724101032,350930,Agent2,3.568237,0.1678772,1.711853,1.893494,820.606,885.477,llamafile_llama3
1724101060,152046,Agent2,2.614838,0.1375732,1.50177,1.652893,726.614,771.783,llamafile_llama3
1724101138,857008,Agent1,6.346283,0.1807861,1.797546,1.98999,865.409,921.012,llamafile_llama3
1724101169,177464,Agent1,1.715332,0.1277771,1.301971,1.446716,577.566,720.312,llamafile_llama3
1724101190,812316,Agent1,1.941101,0.1367493,1.378479,1.528717,647.248,727.935,llamafile_llama3
1724101253,657590,Agent3,3.592224,0.1535645,1.363037,1.530151,373.513,977.855,llamafile_llama3
1724101265,183651,Agent3,1.922607,0.1279297,1.514587,1.656067,482.431,1024.786,llamafile_llama3
1724101283,943147,Agent3,2.782166,0.1675415,1.67041,1.851624,558.544,1094.588,llamafile_llama3
1724101299,591435,Agent3,1.430603,0.1411133,1.478455,1.630798,451.93,1014.955,llamafile_llama3
1724101312,8403,Agent3,1.934326,0.1282959,1.680908,1.823059,558.383,1119.058,llamafile_llama3
1724101327,981103,Agent3,1.989075,0.1243896,1.575562,1.712952,517.985,1045.553,llamafile_llama3
1724101349,628472,Agent3,4.720581,0.1654053,1.677124,1.853516,596.668,1072.344,llamafile_llama3
1724101370,717315,Agent3,2.532043,0.1557617,1.640503,1.810608,542.402,1084.377,llamafile_llama3
1724101505,149058,Agent1,2.949078,0.2155743,1.142147,1.385887,420.574,692.946,llamafile_llama3
1724101518,875596,Agent1,1.700691,0.1287079,1.602325,1.758446,377.651,1206.127,llamafile_llama3
1724101533,820782,Agent1,2.717724,0.1523438,1.392395,1.5592,391.888,986.631,llamafile_llama3
1724101546,128563,Agent1,2.047371,0.1242752,1.336456,1.477608,392.317,933.396,llamafile_llama3
1724101558,284238,Agent1,1.74411,0.1153336,1.620102,1.749626,519.205,1089.453,llamafile_llama3
1724101577,530329,Agent1,2.977837,0.1658783,2.397774,2.594475,867.063,1503.379,llamafile_llama3
1724101714,341523,Agent2,3.215652,0.1807098,2.115646,2.310913,680.352,1422.21,llamafile_llama3
1724101737,481114,Agent2,2.909668,0.1526489,1.837921,2.004913,567.471,1262.056,llamafile_llama3
1724101757,775175,Agent2,2.604706,0.1512451,3.106049,3.271149,1125.283,1970.418,llamafile_llama3
1724101797,778381,Agent2,1.724884,0.1374207,5.875885,6.027557,1586.691,4281.626,llamafile_llama3
1724101844,468258,Agent2,2.949219,0.1530151,2.283691,2.451416,817.166,1460.315,llamafile_llama3
1724101947,518547,Agent3,3.385284,0.1672363,1.531189,1.713715,608.335,918.495,llamafile_llama3
1724101971,917860,Agent3,1.729523,0.1389771,1.517212,1.671112,579.462,919.976,llamafile_llama3
1724101995,961196,Agent3,3.146545,0.15448,2.197571,2.366455,1115.963,1067.958,llamafile_llama3
1724102052,485023,Agent3,14.11792,0.2078857,2.534607,2.756653,1456.807,1064.822,llamafile_llama3
1724102106,515122,Agent3,5.011963,0.1672363,2.561523,2.74408,1493.234,1065.086,llamafile_llama3
1724102158,100302,Agent3,3.327026,0.1675415,1.808411,1.99115,906.013,890.782,llamafile_llama3
1724102189,141511,Agent3,0.9862671,0.1233521,1.059387,1.197266,345.103,696.929,llamafile_llama3
1724168572,273958,Agent1,59.75605,0.20858,1.274185,1.593498,351.047,881.389,llamafile_llama3
1724168598,500775,Agent1,1.506897,0.1083755,1.057846,1.210579,379.101,654.255,llamafile_llama3
1724168625,651127,Agent1,1.27652,0.1450043,1.012939,1.21228,343.899,656.244,llamafile_llama3
1724168782,24164,Agent1,2.090358,0.09436035,1.194596,1.332901,303.548,843.573,llamafile_llama3
1724168793,323968,Agent1,1.819885,0.09145164,1.283083,1.418747,455.031,792.155,llamafile_llama3
1724169021,176752,Agent1,3.892424,0.1072235,1.019896,1.173344,311.181,692.18,llamafile_llama3
1724169839,260137,Agent1,375.2152,0.3364258,1.085052,1.437225,369.12,696.617,llamafile_llama3
1724169863,911730,Agent1,0.7833862,0.1559753,1.183777,1.355225,447.342,727.033,llamafile_llama3
1724170239,691350,Agent1,2.463913,0.07338428,1.186154,1.273927,315.181,861.47,llamafile_llama3
1724170273,928882,Agent1,1.80999,0.07955933,1.259701,1.354778,462.34,794.585,llamafile_llama3
1724171310,373840,Agent1,1.284373,0.07614708,1.320306,1.411414,297.137,1005.499,llamafile_llama3
1724171574,476047,Agent1,16.85814,0.1225204,0.9886322,1.127781,291.756,688.431,llamafile_llama3
1724171619,667944,Agent1,1.023195,0.1594267,1.015675,1.190096,308.058,701.477,llamafile_llama3
1724172905,523795,Agent1,1.573446,0.07744694,0.9954119,1.088789,286.867,682.494,llamafile_llama3
1724173025,172083,Agent1,1.120601,0.1508751,1.023555,1.189892,300.581,705.192,llamafile_llama3
1724173069,198068,Agent1,0.4037971,0.1539307,1.397243,1.566254,520.592,856.11,llamafile_llama3
1724173089,949327,Agent1,1.418808,0.110611,1.125793,1.286293,391.206,678.711,llamafile_llama3
1724173103,330863,Agent1,1.369423,0.1420288,1.316177,1.471527,365.677,945.29,llamafile_llama3
1724173134,396775,Agent1,1.489632,0.07167053,1.115814,1.200211,425.987,684.84,llamafile_llama3
1724173151,196808,Agent1,1.037308,0.1415253,1.208252,1.364624,476.607,720.487,llamafile_llama3
1724173165,789684,Agent1,1.069519,0.1427612,1.374222,1.531677,578.348,790.891,llamafile_llama3
1724173244,212460,Agent1,1.410049,0.06785583,1.22197,1.303207,507.823,705.402,llamafile_llama3
1724173472,329313,Agent1,1.404573,0.08733177,1.078986,1.180367,345.047,722.564,llamafile_llama3
1724173585,177800,Agent1,1.420623,0.1588478,0.92523,1.09922,263.844,657.164,llamafile_llama3
1724173660,730212,Agent1,0.5021133,0.1492844,1.302223,1.462639,523.253,769.161,llamafile_llama3
1724173707,480069,Agent1,0.4734802,0.1557922,1.128983,1.299408,389.511,733.374,llamafile_llama3
1724173796,716781,Agent1,0.9545956,0.1572399,1.013029,1.183239,240.552,764.888,llamafile_llama3
1724173861,910777,Agent1,1.076306,0.1600533,1.109648,1.283342,296.382,807.506,llamafile_llama3
1724173870,414206,Agent1,0.9805698,0.1328716,1.166262,1.311502,395.543,765.392,llamafile_llama3
1724173911,548090,Agent1,1.111832,0.1563187,1.046215,1.215034,343.662,696.347,llamafile_llama3
1724174014,845199,Agent1,1.370398,0.07726955,0.9613771,1.051698,259.544,695.119,llamafile_llama3
1724174169,752620,Agent1,1.109734,0.1565428,1.071833,1.241236,395.742,669.578,llamafile_llama3
1724174180,6279,Agent1,0.6841831,0.1533909,0.996624,1.161985,339.794,653.092,llamafile_llama3
1724174193,12818,Agent1,0.7058678,0.1407013,1.018501,1.171089,354.02,658.658,llamafile_llama3
1724174616,707255,Agent1,3.765169,0.1046829,1.163851,1.283401,282.541,865.959,llamafile_llama3
1724174629,556438,Agent1,0.8327961,0.1410618,1.274088,1.427757,455.621,808.799,llamafile_llama3
1724174687,581448,Agent1,0.4699707,0.1627884,1.09581,1.274605,391.772,694.398,llamafile_llama3
1724176173,182321,Agent1,1.832787,0.07368469,0.9811039,1.068135,289.494,679.229,llamafile_llama3
1724176183,262929,Agent1,0.8864231,0.1379719,1.100721,1.252569,384.062,710.997,llamafile_llama3
1724176286,949651,Agent1,2.152911,0.08056641,0.9603605,1.053703,291.612,653.706,llamafile_llama3
